CNES,COMPETEN,CODUFMUN,COD_CEP,NATUREZA,VINC_SUS,TP_UNID,SERAP02P,SERAP02T,year
3053490,201201,430510,95010000,Privada,0,39,0,0,2012
3059561,201201,430510,95010000,Privada,0,39,0,0,2012
3069931,201201,430510,95020002,Outra,0,01,1,0,2012
3070689,201201,430510,95010000,Privada,0,39,0,0,2012
3081435,201201,430510,95010000,Privada,0,39,0,0,2012
3236641,201201,430510,95010005,Privada,1,39,0,0,2012
3356868,201201,430510,95013000,Outra,0,05,1,0,2012
3427560,201201,430510,95010005,Privada,1,04,1,0,2012
3444457,201201,430510,95020360,Publica,1,39,0,0,2012
3475433,201201,430510,95084150,Privada,0,39,0,0,2012
3526178,201201,430510,95080190,Privada,1,39,0,0,2012
3890295,201201,430510,95041520,Publica,1,39,0,0,2012
5025206,201201,430510,95020412,Privada,0,36,1,0,2012
5071356,201201,430510,95010005,Privada,0,39,0,0,2012
5556155,201201,430510,95096000,Privada,0,39,0,0,2012
5556198,201201,430510,95020412,Privada,0,39,0,0,2012
6263011,201201,430510,95013000,Outra,0,39,0,0,2012
6344887,201201,430510,95072000,Privada,0,39,0,0,2012
6346170,201201,430510,95010000,Privada,0,39,0,0,2012
6384420,201201,430510,95070560,Privada,1,39,0,0,2012
6555861,201201,430510,95034060,Privada,0,39,0,0,2012
6576575,201201,430510,95070580,Privada,1,39,0,0,2012
6587143,201201,430510,95020472,Privada,0,39,0,0,2012
6687393,201201,430510,95020002,Publica,0,39,0,0,2012
6740359,201201,430510,95034160,Publica,1,39,0,0,2012
6752721,201201,430510,95057530,Publica,1,36,1,0,2012
6755054,201201,430510,95057530,Publica,1,70,1,0,2012
6765580,201201,430510,95020450,Privada,0,39,0,0,2012
6890318,201201,430510,95020412,Privada,1,39,0,0,2012
6894518,201201,430510,95010003,Privada,1,39,0,0,2012
6909671,201201,430510,95020450,Privada,0,39,0,0,2012
6922546,201201,430510,95020472,Privada,0,39,0,0,2012
3566471,201201,430511,99838000,Privada,1,39,0,0,2012
2232308,201201,430512,96395000,Publica,1,02,1,0,2012
6888143,201201,430513,96535000,Privada,1,39,0,0,2012
6902995,201201,430513,96535000,Privada,0,39,0,0,2012
6278574,201201,430515,98340000,Privada,1,39,0,0,2012
2224836,201201,430517,96770000,Publica,1,01,1,0,2012
6430481,201201,430517,96770000,Privada,0,39,0,0,2012
2256215,201201,430520,97900000,Privada,1,39,0,0,2012
2256223,201201,430520,97900000,Privada,1,39,0,0,2012
3770621,201201,430520,97900000,Privada,0,39,0,0,2012
3770656,201201,430520,97900000,Privada,0,39,0,0,2012
6545750,201201,430520,97900000,Privada,1,39,0,0,2012
6859569,201201,430520,97900000,Privada,0,39,0,0,2012
3036928,201201,430530,99530000,Privada,1,39,0,0,2012
3857107,201201,430530,99530000,Privada,1,39,0,0,2012
6516319,201201,430530,99530000,Privada,1,39,0,0,2012
6842887,201201,430530,99530000,Privada,0,39,0,0,2012
2225085,201201,430535,96745000,Privada,1,39,0,0,2012
2225107,201201,430535,96745000,Privada,0,39,0,0,2012
2793032,201201,430535,96745000,Privada,1,39,0,0,2012
3559416,201201,430535,96745000,Privada,0,39,0,0,2012
5880890,201201,430535,96745000,Publica,1,02,1,0,2012
5880904,201201,430535,96745000,Publica,1,02,1,0,2012
5880912,201201,430535,96745000,Publica,1,02,1,0,2012
5926513,201201,430535,96745000,Publica,1,71,1,0,2012
6637809,201201,430535,96745000,Publica,1,02,1,0,2012
6871267,201201,430535,96745000,Privada,0,39,0,0,2012
2248476,201201,430537,99960000,Publica,1,02,1,0,2012
2260654,201201,430540,98760000,Privada,1,39,0,0,2012
2707780,201201,430543,96255000,Publica,1,02,1,0,2012
6034772,201201,430543,96255000,Privada,1,39,0,0,2012
6235875,201201,430543,96255000,Privada,1,39,0,0,2012
2224844,201201,430544,96193000,Publica,1,02,1,0,2012
5347033,201201,430545,95595000,Privada,1,39,0,0,2012
2244764,201201,430550,99970000,Publica,1,02,1,0,2012
2246333,201201,430550,99970000,Privada,1,39,0,0,2012
6369987,201201,430550,99970000,Publica,1,68,1,0,2012
2251183,201201,430558,95895000,Publica,1,02,1,0,2012
2262983,201201,430560,99460000,Privada,1,39,0,0,2012
5339073,201201,430560,99460000,Privada,0,39,0,0,2012
2260662,201201,430570,98290000,Privada,0,39,0,0,2012
6456219,201201,430570,98290000,Privada,1,39,0,0,2012
2234637,201201,430580,99680000,Privada,1,39,0,0,2012
2234645,201201,430580,99680000,Privada,1,39,0,0,2012
2793210,201201,430580,99680000,Publica,1,01,1,0,2012
3378691,201201,430580,99680000,Publica,1,05,1,0,2012
5625726,201201,430580,99680000,Privada,1,39,0,0,2012
6070507,201201,430590,98580000,Privada,1,39,0,0,2012
2246368,201201,430597,99145000,Publica,1,01,1,0,2012
2793016,201201,430600,98640000,Privada,1,39,0,0,2012
6655351,201201,430600,98640000,Privada,1,39,0,0,2012
2232847,201201,430605,96195000,Publica,1,04,1,0,2012
3721000,201201,430605,96195000,Privada,1,39,0,0,2012
2263270,201201,430610,98005020,Privada,1,39,0,0,2012
2263289,201201,430610,98005030,Publica,1,39,0,0,2012
2263394,201201,430610,98010770,Privada,1,39,0,0,2012
2263459,201201,430610,98025810,Privada,1,39,0,0,2012
2263467,201201,430610,98005020,Privada,0,39,0,0,2012
2263475,201201,430610,98005220,Privada,1,39,0,0,2012
2263483,201201,430610,98005210,Privada,1,39,0,0,2012
2263491,201201,430610,98025220,Privada,1,36,1,0,2012
2263505,201201,430610,98005020,Privada,1,39,0,0,2012
2263742,201201,430610,98005970,Publica,1,02,1,0,2012
2263858,201201,430610,98025790,Publica,1,05,1,0,2012
2701162,201201,430610,98005030,Publica,1,39,0,0,2012
3045064,201201,430610,98025810,Privada,1,36,1,0,2012
3700909,201201,430610,98025790,Privada,1,39,0,0,2012
3752097,201201,430610,98015190,Privada,0,39,0,0,2012
3756351,201201,430610,98025790,Privada,1,39,0,0,2012
3902072,201201,430610,98025790,Privada,0,39,0,0,2012
3915883,201201,430610,98005030,Privada,0,39,0,0,2012
3952037,201201,430610,98025770,Privada,0,39,0,0,2012
3952045,201201,430610,98005020,Privada,0,39,0,0,2012
3972569,201201,430610,98005000,Privada,0,39,0,0,2012
5014271,201201,430610,98010770,Privada,0,39,0,0,2012
5087562,201201,430610,98005150,Privada,0,39,0,0,2012
5104378,201201,430610,98025810,Privada,0,39,0,0,2012
5302722,201201,430610,98025220,Publica,0,39,0,0,2012
5353319,201201,430610,98025790,Privada,1,39,0,0,2012
5459125,201201,430610,98005050,Privada,0,39,0,0,2012
5916577,201201,430610,98005030,Privada,0,39,0,0,2012
6123791,201201,430610,98005220,Privada,1,39,0,0,2012
6363180,201201,430610,98025220,Privada,0,39,0,0,2012
6485723,201201,430610,98005000,Privada,0,39,0,0,2012
6614655,201201,430610,98005020,Privada,1,39,0,0,2012
2251000,201201,430620,95930000,Privada,1,39,0,0,2012
2701243,201201,430640,93950000,Publica,1,04,1,0,2012
3022854,201201,430640,93950000,Publica,1,02,1,0,2012
3349829,201201,430640,93950000,Publica,1,01,1,0,2012
3509842,201201,430640,93950000,Privada,1,39,0,0,2012
8008639,201201,430640,93950000,Privada,1,39,0,0,2012
3263711,201201,430645,99220000,Privada,1,39,0,0,2012
5493293,201201,430645,99220000,Privada,0,22,0,1,2012
2227789,201201,430650,96190000,Publica,1,02,1,0,2012
6502288,201201,430650,96190000,Privada,1,39,0,0,2012
2234300,201201,430660,96450000,Publica,1,02,1,0,2012
2261561,201201,430660,96450000,Privada,0,39,0,0,2012
2261618,201201,430660,96450000,Privada,1,39,0,0,2012
2261626,201201,430660,96450000,Privada,1,39,0,0,2012
2261685,201201,430660,96450000,Privada,1,39,0,0,2012
2261731,201201,430660,96450000,Publica,1,36,1,0,2012
2261774,201201,430660,96450000,Privada,1,39,0,0,2012
2262002,201201,430660,96450000,Publica,1,05,1,0,2012
2265443,201201,430660,96450000,Privada,0,39,0,0,2012
6530214,201201,430660,96450000,Publica,1,68,1,0,2012
6348645,201201,430673,98925000,Privada,1,39,0,0,2012
2251558,201201,430680,95960000,Privada,1,39,0,0,2012
2251833,201201,430680,95960000,Privada,1,39,0,0,2012
2252228,201201,430680,95960000,Publica,1,05,1,0,2012
3689220,201201,430680,95960000,Privada,1,39,0,0,2012
2233460,201201,430690,96610000,Privada,0,39,0,0,2012
2234203,201201,430690,96610000,Privada,1,39,0,0,2012
3580105,201201,430690,96610000,Privada,1,39,0,0,2012
3602583,201201,430690,96610000,Privada,1,39,0,0,2012
5591511,201201,430690,96610000,Privada,0,39,0,0,2012
6110835,201201,430690,96610000,Privada,1,39,0,0,2012
2256150,201201,430693,98855000,Privada,1,39,0,0,2012
2256347,201201,430693,98855000,Privada,1,39,0,0,2012
3709574,201201,430693,98855000,Privada,1,39,0,0,2012
3028453,201201,430695,99645000,Privada,0,39,0,0,2012
2248379,201201,430700,99700000,Privada,1,39,0,0,2012
2248891,201201,430700,99700000,Privada,0,39,0,0,2012
2249103,201201,430700,99700000,Privada,1,39,0,0,2012
2249111,201201,430700,99700000,Privada,0,39,0,0,2012
2249170,201201,430700,99700000,Privada,0,39,0,0,2012
2249189,201201,430700,99700000,Privada,1,39,0,0,2012
2249243,201201,430700,99700000,Publica,1,39,0,0,2012
2249308,201201,430700,99700000,Privada,1,39,0,0,2012
2249316,201201,430700,99700000,Publica,1,39,0,0,2012
2249367,201201,430700,99700000,Publica,1,70,1,0,2012
2707918,201201,430700,99700000,Publica,1,05,1,0,2012
3081842,201201,430700,99700000,Publica,1,36,1,0,2012
3986039,201201,430700,99700000,Privada,0,22,1,0,2012
5098505,201201,430700,99700000,Privada,0,39,0,0,2012
5120985,201201,430700,99700000,Publica,1,39,1,0,2012
5133718,201201,430700,99700000,Privada,1,39,0,0,2012
5247233,201201,430700,99700000,Privada,0,39,0,0,2012
5709806,201201,430700,99700000,Privada,0,39,0,0,2012
6031404,201201,430700,99700000,Publica,1,02,1,0,2012
6184375,201201,430700,99700000,Publica,1,36,1,0,2012
6184383,201201,430700,99700000,Publica,1,70,1,0,2012
6923844,201201,430700,99700000,Privada,0,39,0,0,2012
6927696,201201,430700,99700000,Privada,0,36,1,0,2012
6613756,201201,430705,99140000,Privada,0,39,0,0,2012
2232405,201201,430710,96310000,Publica,1,02,1,0,2012
2233436,201201,430710,96310000,Publica,1,05,1,0,2012
3488837,201201,430710,96310000,Privada,1,39,0,0,2012
2248387,201201,430720,99750000,Privada,1,39,0,0,2012
5455480,201201,430730,98390000,Publica,1,39,0,0,2012
2236982,201201,430740,95380000,Publica,1,02,1,0,2012
6014186,201201,430740,95380000,Privada,1,39,0,0,2012
2245035,201201,430750,99400000,Privada,1,39,0,0,2012
2245574,201201,430750,99400000,Privada,1,39,0,0,2012
3418235,201201,430755,99930000,Privada,1,39,0,0,2012
2228955,201201,430760,93600000,Privada,1,39,0,0,2012
2231085,201201,430760,93600000,Publica,1,02,1,0,2012
2231093,201201,430760,93600000,Publica,1,02,1,0,2012
2231107,201201,430760,93600000,Publica,1,02,1,0,2012
2231115,201201,430760,93600000,Publica,1,40,1,0,2012
2231123,201201,430760,93600000,Publica,1,02,1,0,2012
2231131,201201,430760,93600000,Privada,1,39,0,0,2012
2231492,201201,430760,93600000,Publica,1,36,1,0,2012
2707632,201201,430760,93600000,Publica,1,05,1,0,2012
4064798,201201,430760,93600000,Publica,1,70,1,0,2012
4064801,201201,430760,93600000,Publica,1,02,1,0,2012
4064828,201201,430760,93600000,Publica,1,02,1,0,2012
5410185,201201,430760,93600000,Publica,0,36,1,0,2012
8008620,201201,430760,93600000,Privada,1,39,0,0,2012
2229501,201201,430770,99999999,Privada,1,39,0,0,2012
2229900,201201,430770,93265310,Publica,1,68,1,0,2012
2231867,201201,430770,99999999,Privada,1,39,0,0,2012
2231875,201201,430770,93260080,Privada,1,39,0,0,2012
2231883,201201,430770,99999999,Privada,1,39,0,0,2012
2232006,201201,430770,99999999,Publica,1,70,1,0,2012
2232030,201201,430770,93260460,Publica,1,05,1,0,2012
2701200,201201,430770,93260010,Publica,1,04,1,0,2012
3900355,201201,430770,93260460,Privada,1,39,0,0,2012
3900401,201201,430770,93265010,Privada,0,22,1,0,2012
3922626,201201,430770,93260400,Publica,1,36,1,0,2012
3993205,201201,430770,93260460,Privada,0,39,0,0,2012
5443873,201201,430770,99999999,Privada,1,39,0,0,2012
5699258,201201,430770,93265150,Privada,0,39,0,0,2012
6210074,201201,430770,93260460,Privada,1,36,1,0,2012
6881831,201201,430770,93260460,Privada,0,04,1,0,2012
2251655,201201,430780,95880000,Privada,1,39,0,0,2012
2251663,201201,430780,95880000,Privada,1,39,0,0,2012
2251744,201201,430780,95880000,Publica,1,02,1,0,2012
2251817,201201,430780,95880000,Privada,1,36,1,0,2012
2251973,201201,430780,95880000,Publica,1,70,1,0,2012
2252260,201201,430780,95880000,Publica,1,05,1,0,2012
2239914,201201,430790,95180000,Privada,0,39,0,0,2012
2239922,201201,430790,95180000,Privada,1,39,0,0,2012
2239930,201201,430790,95180000,Privada,1,39,0,0,2012
2239949,201201,430790,95180000,Privada,0,39,0,0,2012
2239957,201201,430790,95180000,Privada,0,39,0,0,2012
2240335,201201,430790,95180000,Publica,1,05,1,0,2012
2240440,201201,430790,95180000,Privada,0,39,0,0,2012
2240459,201201,430790,95180000,Privada,0,39,0,0,2012
2240467,201201,430790,95180000,Privada,0,39,0,0,2012
2240475,201201,430790,95180000,Privada,0,39,0,0,2012
2240793,201201,430790,95180000,Privada,1,39,0,0,2012
2240971,201201,430790,95180000,Privada,0,39,0,0,2012
3959015,201201,430790,95180000,Privada,0,39,0,0,2012
5621615,201201,430790,95180000,Privada,0,39,0,0,2012
6006728,201201,430790,95180000,Privada,0,39,0,0,2012
6328652,201201,430790,95180000,Privada,1,39,0,0,2012
6508103,201201,430790,95180000,Privada,0,39,0,0,2012
6636454,201201,430790,95180000,Privada,1,39,0,0,2012
6691536,201201,430790,95180000,Privada,0,39,0,0,2012
6756875,201201,430790,95180000,Privada,0,39,0,0,2012
2241668,201201,430800,97220000,Privada,0,39,0,0,2012
2241676,201201,430800,97220000,Privada,0,39,0,0,2012
5937620,201201,430800,97220000,Privada,0,39,0,0,2012
2251159,201201,430807,95875000,Publica,1,02,1,0,2012
6611265,201201,430807,95875000,Privada,0,39,0,0,2012
3047512,201201,430810,95770000,Privada,1,39,0,0,2012
3849716,201201,430810,95770000,Privada,0,39,0,0,2012
5928346,201201,430810,95770000,Privada,1,39,0,0,2012
2240009,201201,430820,95270000,Privada,0,39,0,0,2012
2240025,201201,430820,95270000,Privada,1,39,0,0,2012
2240033,201201,430820,95270000,Privada,1,39,0,0,2012
3051889,201201,430820,95270000,Privada,0,39,0,0,2012
5887348,201201,430820,95270000,Privada,0,39,0,0,2012
6199593,201201,430820,95270000,Privada,0,39,0,0,2012
2251841,201201,430830,99370000,Privada,1,39,0,0,2012
2241587,201201,430840,97210000,Publica,1,02,1,0,2012
2241609,201201,430840,97210000,Privada,0,39,0,0,2012
2244217,201201,430840,97210000,Publica,1,15,1,0,2012
4064925,201201,430843,95937000,Publica,1,02,1,0,2012
2263866,201201,430845,98125000,Publica,1,05,1,0,2012
6546951,201201,430845,98125000,Privada,1,39,0,0,2012
2228416,201201,430850,98400000,Privada,1,39,0,0,2012
2228483,201201,430850,98400000,Privada,1,39,0,0,2012
2228602,201201,430850,98400000,Publica,1,05,1,0,2012
2700794,201201,430850,98400000,Publica,1,02,1,0,2012
3173089,201201,430850,98400000,Privada,1,39,0,0,2012
3564150,201201,430850,98400000,Privada,1,39,0,0,2012
3582493,201201,430850,98400000,Privada,0,39,0,0,2012
3668940,201201,430850,98400000,Privada,1,39,0,0,2012
3711242,201201,430850,98400000,Privada,0,39,0,0,2012
3929876,201201,430850,98400000,Privada,1,39,0,0,2012
3964361,201201,430850,98400000,Privada,1,39,0,0,2012
3982475,201201,430850,98400000,Publica,1,70,1,0,2012
5866995,201201,430850,98400000,Privada,1,39,0,0,2012
5880882,201201,430850,98400000,Publica,1,39,1,0,2012
5885620,201201,430850,98400000,Privada,1,39,0,0,2012
5890594,201201,430850,98400000,Privada,1,39,0,0,2012
6350968,201201,430850,98400000,Privada,1,39,0,0,2012
6571379,201201,430850,98400000,Privada,0,39,0,0,2012
6620582,201201,430850,98400000,Privada,1,39,0,0,2012
6715567,201201,430850,98400000,Privada,0,39,0,0,2012
2240041,201201,430860,95720000,Privada,0,39,0,0,2012
2240068,201201,430860,95720000,Privada,0,39,0,0,2012
3438597,201201,430860,95720000,Privada,1,39,0,0,2012
3480437,201201,430860,95720000,Privada,1,39,0,0,2012
6502164,201201,430860,95720000,Privada,0,39,0,0,2012
6733646,201201,430860,95720000,Privada,0,39,0,0,2012
5455472,201201,430880,95820000,Privada,1,39,0,0,2012
2248395,201201,430890,99900000,Privada,1,39,0,0,2012
2248409,201201,430890,99900000,Privada,1,39,0,0,2012
2248417,201201,430890,99900000,Privada,1,39,0,0,2012
3320170,201201,430890,99900000,Privada,1,39,0,0,2012
3458261,201201,430890,99900000,Privada,1,39,0,0,2012
5378532,201201,430890,99900000,Publica,1,39,1,0,2012
2260085,201201,430900,98870000,Publica,1,36,1,0,2012
2260093,201201,430900,98870000,Publica,1,70,1,0,2012
2260107,201201,430900,98870000,Privada,1,39,0,0,2012
2260115,201201,430900,98870000,Privada,1,39,0,0,2012
3829324,201201,430900,98870000,Publica,1,39,1,0,2012
5679001,201201,430900,98870000,Publica,1,36,1,0,2012
5679028,201201,430900,98870000,Publica,1,68,1,0,2012
6180337,201201,430900,98870000,Privada,1,39,0,0,2012
2240106,201201,430910,95670000,Privada,0,39,0,0,2012
2708272,201201,430910,95670000,Privada,1,39,0,0,2012
3047504,201201,430910,95670000,Privada,1,39,0,0,2012
3072924,201201,430910,95670000,Privada,1,39,0,0,2012
5469724,201201,430910,95670000,Privada,1,39,0,0,2012
6034780,201201,430910,95670000,Privada,0,39,0,0,2012
6502083,201201,430910,95670000,Privada,0,39,0,0,2012
6657990,201201,430910,95670000,Privada,0,39,0,0,2012
6754910,201201,430910,95670000,Privada,0,39,0,0,2012
2228912,201201,430920,94010000,Privada,1,39,0,0,2012
2228947,201201,430920,94010030,Privada,1,39,0,0,2012
2228971,201201,430920,94010030,Privada,1,39,0,0,2012
2231514,201201,430920,94110000,Privada,1,39,0,0,2012
2232049,201201,430920,94010001,Publica,1,05,1,0,2012
3019365,201201,430920,94010190,Publica,1,70,1,0,2012
3019373,201201,430920,94150260,Publica,1,36,1,0,2012
3082644,201201,430920,94010190,Privada,1,39,0,0,2012
3164993,201201,430920,94010020,Privada,0,39,0,0,2012
3899632,201201,430920,94010031,Privada,1,39,0,0,2012
5126843,201201,430920,94010200,Privada,1,39,0,0,2012
5170915,201201,430920,94010210,Privada,1,39,0,0,2012
5324556,201201,430920,94010020,Publica,1,39,0,0,2012
5610699,201201,430920,94130170,Privada,1,39,0,0,2012
5804191,201201,430920,94010020,Publica,1,39,0,0,2012
6154719,201201,430920,94170130,Privada,0,39,0,0,2012
6491383,201201,430920,94010200,Privada,1,39,0,0,2012
6807380,201201,430920,94030000,Privada,0,39,0,0,2012
6811728,201201,430920,94035200,Privada,1,39,0,0,2012
6835414,201201,430920,94010031,Privada,1,39,0,0,2012
8008612,201201,430920,94010200,Privada,1,39,0,0,2012
2240718,201201,430925,95355000,Privada,1,39,0,0,2012
6897649,201201,430925,95355000,Privada,0,39,0,0,2012
2225115,201201,430930,92500000,Privada,1,39,0,0,2012
2225123,201201,430930,92500000,Privada,1,39,0,0,2012
2225131,201201,430930,92500000,Privada,0,39,0,0,2012
2225239,201201,430930,92500000,Privada,1,39,0,0,2012
2225255,201201,430930,92500000,Privada,0,39,0,0,2012
2225263,201201,430930,92500000,Privada,0,39,0,0,2012
2225328,201201,430930,92500000,Outra,0,04,1,0,2012
2225956,201201,430930,92500000,Publica,1,02,1,0,2012
2226863,201201,430930,92500000,Privada,1,39,0,0,2012
2226898,201201,430930,92500000,Privada,0,39,0,0,2012
2226901,201201,430930,92500000,Privada,0,39,0,0,2012
2227894,201201,430930,92500000,Publica,1,05,1,0,2012
3082784,201201,430930,92500000,Publica,1,70,1,0,2012
6502377,201201,430930,92500000,Publica,1,50,1,0,2012
2240122,201201,430940,99200000,Privada,1,39,0,0,2012
2240920,201201,430940,99200000,Privada,1,39,0,0,2012
2240939,201201,430940,99200000,Privada,0,39,0,0,2012
3071510,201201,430940,99200000,Privada,1,39,0,0,2012
3640221,201201,430940,99200000,Privada,1,39,0,0,2012
3853543,201201,430940,99200000,Privada,0,39,0,0,2012
3994724,201201,430940,99200000,Publica,1,70,1,0,2012
5114802,201201,430940,99200000,Privada,0,39,0,0,2012
5188741,201201,430940,99200000,Privada,0,39,0,0,2012
5213673,201201,430940,99200000,Privada,1,39,0,0,2012
5479142,201201,430940,99200000,Privada,1,39,0,0,2012
5939747,201201,430940,99200000,Publica,1,36,1,0,2012
6295894,201201,430940,99200000,Privada,1,39,0,0,2012
6546986,201201,430940,99200000,Publica,1,39,0,0,2012
6557953,201201,430940,99200000,Privada,1,39,0,0,2012
6637744,201201,430940,99200000,Privada,0,39,0,0,2012
6771114,201201,430940,99200000,Privada,1,39,0,0,2012
2256169,201201,430950,97950000,Privada,1,39,0,0,2012
5540496,201201,430950,97950000,Privada,1,39,0,0,2012
6506798,201201,430950,97950000,Privada,0,39,0,0,2012
6642861,201201,430950,97950000,Privada,0,39,0,0,2012
6897754,201201,430950,97950000,Privada,0,39,0,0,2012
2249693,201201,430960,98920000,Privada,1,39,0,0,2012
2250586,201201,430960,98920000,Privada,1,39,0,0,2012
5306876,201201,430960,98920000,Privada,0,39,0,0,2012
6647103,201201,430960,98920000,Privada,0,39,0,0,2012
2261243,201201,430965,96460000,Publica,1,02,1,0,2012
2261650,201201,430965,96460000,Privada,1,39,0,0,2012
5658861,201201,430965,96460000,Publica,1,68,1,0,2012
5881099,201201,430970,98670000,Privada,0,39,0,0,2012
2233665,201201,430975,96925000,Publica,1,02,1,0,2012
3549895,201201,430975,96925000,Privada,1,39,0,0,2012
5495091,201201,430975,96925000,Publica,1,02,1,0,2012
6558925,201201,430975,96925000,Publica,1,68,1,0,2012
2246538,201201,430980,99940000,Privada,1,39,0,0,2012
6318673,201201,430980,99940000,Privada,1,39,0,0,2012
2244942,201201,430990,95305000,Privada,1,39,0,0,2012
2244950,201201,430990,95305000,Publica,1,01,1,0,2012
6255000,201201,430990,95305000,Privada,1,39,0,0,2012
6307272,201201,430990,95305000,Privada,1,39,0,0,2012
2246384,201201,430995,99320000,Publica,1,02,1,0,2012
2263335,201201,431000,98200000,Privada,1,39,0,0,2012
2263343,201201,431000,98200000,Privada,1,39,0,0,2012
3168131,201201,431000,98200000,Privada,0,39,0,0,2012
3319628,201201,431000,98200000,Privada,0,39,0,0,2012
3540960,201201,431000,98200000,Privada,1,39,0,0,2012
3747689,201201,431000,98200000,Privada,0,39,0,0,2012
3791750,201201,431000,98200000,Privada,1,39,0,0,2012
6138861,201201,431000,98200000,Privada,0,39,0,0,2012
6153976,201201,431000,98200000,Privada,0,39,0,0,2012
6228755,201201,431000,98200000,Privada,0,39,0,0,2012
6489249,201201,431000,98200000,Publica,1,39,0,0,2012
2226723,201201,431010,95650000,Privada,1,39,0,0,2012
5471303,201201,431010,95650000,Privada,0,39,0,0,2012
6275559,201201,431010,95650000,Publica,1,39,1,0,2012
6510671,201201,431010,95650000,Privada,1,39,0,0,2012
2260204,201201,431020,98700000,Publica,1,02,1,0,2012
2260492,201201,431020,98700000,Publica,1,39,0,0,2012
2260549,201201,431020,98700000,Privada,1,39,0,0,2012
2260670,201201,431020,98700000,Privada,1,39,0,0,2012
2260719,201201,431020,98700000,Privada,1,39,0,0,2012
2260816,201201,431020,98700000,Publica,1,39,0,0,2012
2261030,201201,431020,98700000,Publica,1,05,1,0,2012
2261057,201201,431020,98700000,Publica,1,05,1,0,2012
2265915,201201,431020,98700000,Privada,1,39,0,0,2012
3461467,201201,431020,98700000,Privada,0,39,0,0,2012
3533654,201201,431020,98700000,Privada,0,39,0,0,2012
3590674,201201,431020,98700000,Privada,1,39,0,0,2012
3968243,201201,431020,98700000,Privada,0,39,0,0,2012
5188075,201201,431020,98700000,Privada,0,39,0,0,2012
6360068,201201,431020,98700000,Privada,0,39,0,0,2012
6391362,201201,431020,98700000,Privada,0,39,0,0,2012
6467407,201201,431020,98700000,Privada,0,39,0,0,2012
6470092,201201,431020,98700000,Privada,1,39,0,0,2012
6561667,201201,431020,98700000,Privada,1,39,0,0,2012
6853749,201201,431020,98700000,Privada,1,39,0,0,2012
6923674,201201,431020,98700000,Publica,1,02,1,0,2012
2251167,201201,431030,95990000,Publica,1,01,1,0,2012
3171744,201201,431030,95990000,Privada,1,39,0,0,2012
2224496,201201,431033,95625000,Privada,1,39,0,0,2012
2257696,201201,431033,95625000,Publica,1,02,1,0,2012
2251930,201201,431036,95885000,Publica,1,02,1,0,2012
3887138,201201,431036,95885000,Privada,1,39,0,0,2012
6925189,201201,431036,95885000,Publica,1,01,1,0,2012
3966259,201201,431040,98915000,Publica,1,36,1,0,2012
2240629,201201,431043,95240000,Publica,1,68,1,0,2012
2241471,201201,431053,97185000,Publica,1,02,1,0,2012
6176232,201201,431055,97685000,Privada,0,39,0,0,2012
2247895,201201,431060,97650000,Privada,1,39,0,0,2012
3055477,201201,431060,97650000,Publica,1,02,1,0,2012
3616037,201201,431060,97650000,Privada,0,39,0,0,2012
3801136,201201,431060,97650000,Privada,0,39,0,0,2012
6629830,201201,431060,97650000,Publica,1,39,0,0,2012
2224437,201201,431065,95538000,Publica,1,01,1,0,2012
2248654,201201,431070,99760000,Publica,1,02,1,0,2012
2248662,201201,431070,99760000,Publica,1,02,1,0,2012
2248670,201201,431070,99760000,Publica,1,02,1,0,2012
2248697,201201,431070,99760000,Publica,1,02,1,0,2012
2248700,201201,431070,99760000,Publica,1,02,1,0,2012
2249340,201201,431070,99760000,Publica,1,02,1,0,2012
2249650,201201,431070,99760000,Publica,1,15,1,0,2012
2241374,201201,431075,98160000,Privada,1,39,0,0,2012
2229145,201201,431080,93900000,Privada,0,39,0,0,2012
2700549,201201,431080,93900000,Publica,1,02,1,0,2012
3144291,201201,431080,93900000,Privada,0,39,0,0,2012
3451267,201201,431080,93900000,Publica,1,39,0,0,2012
3507653,201201,431080,93900000,Privada,0,39,0,0,2012
5008794,201201,431080,93900000,Privada,0,39,0,0,2012
5498082,201201,431080,93900000,Privada,0,39,0,0,2012
6273637,201201,431080,93900000,Privada,0,39,0,0,2012
6273645,201201,431080,93900000,Privada,0,39,0,0,2012
6302599,201201,431080,93900000,Privada,0,39,0,0,2012
6859895,201201,431080,93900000,Publica,1,70,1,0,2012
6939473,201201,431080,93900000,Privada,0,39,0,0,2012
6054374,201201,431085,98350000,Privada,1,39,0,0,2012
3017257,201201,431090,99730000,Privada,1,39,0,0,2012
2232804,201201,431100,96300000,Privada,0,39,0,0,2012
2700468,201201,431100,96300000,Publica,1,36,1,0,2012
3281353,201201,431100,96300000,Privada,1,39,0,0,2012
3350088,201201,431100,96300000,Privada,1,39,0,0,2012
3488845,201201,431100,96300000,Privada,1,39,0,0,2012
3999920,201201,431100,96300000,Privada,0,39,0,0,2012
5853222,201201,431100,96300000,Publica,1,39,1,0,2012
2243008,201201,431110,97760000,Privada,1,39,0,0,2012
2244152,201201,431110,97760000,Publica,1,05,1,0,2012
3951847,201201,431110,97760000,Privada,1,39,0,0,2012
6053610,201201,431110,97760000,Privada,0,39,0,0,2012
2241196,201201,431112,95420000,Publica,1,15,1,0,2012
6309569,201201,431112,95420000,Privada,1,39,0,0,2012
3409732,201201,431115,98180000,Publica,1,02,1,0,2012
