CNES,COMPETEN,CODUFMUN,COD_CEP,NATUREZA,VINC_SUS,TP_UNID,SERAP02P,SERAP02T,year
2738643,201101,410070,87580000,Privada,1,39,0,0,2011
2572206,201101,410530,85840000,Privada,1,39,0,0,2011
2732017,201101,411610,87370000,Privada,0,39,0,0,2011
2740605,201101,412710,84261000,Privada,0,22,1,0,2011
2568640,201101,410010,86460000,Privada,1,39,0,0,2011
3327302,201101,410010,86460000,Publica,1,36,1,0,2011
0013234,201101,410040,83501000,Privada,1,39,0,0,2011
0013242,201101,410040,83501050,Privada,1,39,0,0,2011
0013250,201101,410040,83512000,Privada,1,39,0,0,2011
0013269,201101,410040,83501630,Privada,1,39,0,0,2011
0013285,201101,410040,83506000,Publica,1,02,1,0,2011
2681943,201101,410040,83501000,Outra,1,39,0,0,2011
3493156,201101,410040,83501070,Privada,1,39,0,0,2011
3746798,201101,410040,83501000,Privada,1,39,0,0,2011
4051033,201101,410040,83501010,Publica,1,68,1,0,2011
6002919,201101,410040,83512000,Publica,1,70,1,0,2011
2736640,201101,410050,87550000,Privada,1,39,0,0,2011
2738694,201101,410050,87550000,Privada,1,39,0,0,2011
2754037,201101,410060,87750000,Privada,0,39,0,0,2011
3697053,201101,410060,87750000,Privada,1,39,0,0,2011
3763102,201101,410060,87750000,Publica,1,36,1,0,2011
5551374,201101,410060,87750000,Privada,1,39,0,0,2011
6042228,201101,410060,87750000,Privada,1,39,0,0,2011
6448097,201101,410060,87750000,Privada,0,39,0,0,2011
2783835,201101,410070,87580000,Outra,1,39,0,0,2011
6075304,201101,410080,86150000,Privada,1,39,0,0,2011
2585138,201101,410100,85640000,Privada,0,39,0,0,2011
3524094,201101,410100,85640000,Privada,1,36,1,0,2011
6187366,201101,410100,85640000,Privada,0,39,0,0,2011
6246877,201101,410105,85425000,Privada,1,39,0,0,2011
2577402,201101,410110,86380000,Privada,0,39,0,0,2011
2582090,201101,410110,86380000,Privada,0,39,0,0,2011
2582201,201101,410110,86380000,Privada,0,39,0,0,2011
2582309,201101,410110,86380000,Privada,0,39,0,0,2011
2582678,201101,410110,86380000,Privada,1,39,0,0,2011
3325997,201101,410110,86380000,Publica,1,36,1,0,2011
3327256,201101,410110,86380000,Privada,0,39,0,0,2011
2681226,201101,410120,83370000,Privada,0,39,0,0,2011
2537044,201101,410130,83980000,Publica,1,01,1,0,2011
3802035,201101,410130,83980000,Publica,1,36,1,0,2011
2416700,201101,410140,86800200,Publica,1,69,1,0,2011
2439174,201101,410140,86800040,Privada,1,39,0,0,2011
2439263,201101,410140,86800120,Publica,1,05,1,0,2011
2439360,201101,410140,86800120,Publica,1,05,1,0,2011
2439379,201101,410140,86800040,Privada,1,39,0,0,2011
2439395,201101,410140,86800040,Privada,1,39,0,0,2011
2439409,201101,410140,86800040,Privada,1,39,0,0,2011
2439425,201101,410140,86800140,Privada,1,39,0,0,2011
2439476,201101,410140,86800010,Privada,1,39,0,0,2011
2439484,201101,410140,86800030,Privada,1,39,0,0,2011
2439492,201101,410140,86800140,Publica,1,04,1,0,2011
2439506,201101,410140,86800260,Publica,1,02,1,0,2011
2439670,201101,410140,86800260,Publica,1,39,0,0,2011
2584174,201101,410140,86800040,Privada,1,39,0,0,2011
2619520,201101,410140,86800030,Publica,1,36,0,1,2011
2619547,201101,410140,86800120,Privada,1,39,0,0,2011
3088197,201101,410140,86800660,Publica,1,02,0,1,2011
3155986,201101,410140,86800140,Privada,1,39,0,0,2011
3176037,201101,410140,86800040,Privada,0,22,1,0,2011
3317927,201101,410140,86812600,Publica,1,04,1,0,2011
3596737,201101,410140,86800040,Privada,0,39,0,0,2011
3631176,201101,410140,86800040,Privada,0,39,0,0,2011
5055237,201101,410140,86811500,Privada,1,39,0,0,2011
5071577,201101,410140,86800170,Publica,1,70,1,0,2011
5343100,201101,410140,86807340,Publica,1,02,0,1,2011
5416930,201101,410140,86800720,Publica,1,02,1,0,2011
5595703,201101,410140,86800140,Privada,0,39,0,0,2011
5655528,201101,410140,86800070,Publica,1,70,1,0,2011
5967910,201101,410140,86800120,Privada,1,39,0,0,2011
6004555,201101,410140,86800630,Publica,1,02,0,1,2011
6215394,201101,410140,86800120,Privada,1,36,0,1,2011
6234879,201101,410140,86807120,Privada,1,39,0,0,2011
6239935,201101,410140,86804200,Publica,1,02,1,0,2011
2573369,201101,410150,86700970,Publica,1,04,1,0,2011
2573598,201101,410150,86702000,Publica,1,02,1,0,2011
2575663,201101,410150,86701390,Privada,1,39,0,0,2011
2576031,201101,410150,86701390,Privada,1,39,0,0,2011
2576082,201101,410150,86705280,Privada,0,39,0,0,2011
2576104,201101,410150,86701200,Privada,1,39,0,0,2011
2576228,201101,410150,86701390,Privada,1,39,0,0,2011
2576252,201101,410150,86701210,Privada,1,39,0,0,2011
2576341,201101,410150,86701050,Publica,1,05,1,0,2011
2727307,201101,410150,86701120,Privada,1,39,0,0,2011
2727730,201101,410150,86701390,Privada,1,39,0,0,2011
2729849,201101,410150,86701000,Privada,1,39,0,0,2011
3024121,201101,410150,86701120,Privada,1,39,0,0,2011
3337154,201101,410150,86701260,Publica,1,36,1,0,2011
3411974,201101,410150,86701290,Privada,0,36,1,0,2011
5074835,201101,410150,86701530,Privada,1,39,0,0,2011
5407281,201101,410150,86702000,Publica,1,04,1,0,2011
5890101,201101,410150,86701000,Privada,0,39,0,0,2011
3574199,201101,410160,84990000,Publica,1,36,1,0,2011
3953173,201101,410160,84990000,Publica,1,70,1,0,2011
2734508,201101,410170,87260000,Publica,1,01,1,0,2011
3887820,201101,410170,87260000,Publica,1,36,1,0,2011
5231213,201101,410170,87260000,Privada,0,39,0,0,2011
6306454,201101,410170,87260000,Publica,1,01,1,0,2011
2752964,201101,410180,83702080,Publica,1,02,0,1,2011
2753006,201101,410180,83709225,Publica,1,02,0,1,2011
2753022,201101,410180,83706210,Publica,1,02,0,1,2011
2753030,201101,410180,83704295,Publica,1,02,0,1,2011
2753049,201101,410180,83706130,Publica,1,02,0,1,2011
2753057,201101,410180,83702080,Publica,1,02,0,1,2011
2753065,201101,410180,83707104,Publica,1,02,0,1,2011
2753073,201101,410180,83707310,Publica,1,02,0,1,2011
2753081,201101,410180,83701627,Publica,1,02,0,1,2011
2753103,201101,410180,83702080,Publica,1,02,0,1,2011
2753111,201101,410180,83703420,Publica,1,02,0,1,2011
2753170,201101,410180,83703420,Publica,1,39,0,0,2011
2753316,201101,410180,83702210,Publica,1,39,0,0,2011
2753391,201101,410180,83701130,Publica,1,36,0,1,2011
3151018,201101,410180,83702040,Privada,0,39,0,0,2011
3151875,201101,410180,83702070,Privada,0,39,0,0,2011
3183483,201101,410180,83702080,Privada,0,39,0,0,2011
3183521,201101,410180,83702070,Privada,1,39,0,0,2011
3342433,201101,410180,83702420,Privada,0,39,0,0,2011
3705609,201101,410180,83701145,Publica,1,70,1,0,2011
5404215,201101,410180,83702210,Publica,1,36,1,0,2011
5404223,201101,410180,83702210,Publica,1,36,1,0,2011
5404231,201101,410180,83702210,Publica,1,36,1,0,2011
5404266,201101,410180,83702070,Publica,1,36,1,0,2011
5995280,201101,410180,83708000,Publica,1,05,1,0,2011
6049273,201101,410180,83702070,Privada,0,39,0,0,2011
6232264,201101,410180,83708000,Privada,0,39,0,0,2011
6493718,201101,410180,83702210,Publica,1,39,0,0,2011
6622429,201101,410180,83708000,Privada,0,39,0,0,2011
2576317,201101,410190,86220000,Publica,1,02,1,0,2011
2577283,201101,410190,86220000,Privada,1,05,1,0,2011
2582317,201101,410190,86220000,Privada,0,39,0,0,2011
2582406,201101,410190,86220000,Privada,1,39,0,0,2011
3172007,201101,410190,86220000,Privada,0,39,0,0,2011
3402649,201101,410190,86220000,Publica,1,36,1,0,2011
2780313,201101,410200,85935000,Privada,1,39,0,0,2011
2781220,201101,410200,85935000,Publica,1,02,1,0,2011
2782057,201101,410200,85935000,Privada,1,39,0,0,2011
2782065,201101,410200,85935000,Privada,1,39,0,0,2011
2782081,201101,410200,85935000,Privada,1,39,0,0,2011
2782405,201101,410200,85935000,Privada,1,39,0,0,2011
2809133,201101,410200,85935000,Publica,1,39,0,0,2011
2731622,201101,410210,86730000,Publica,1,02,1,0,2011
2734230,201101,410210,86730000,Privada,1,39,0,0,2011
3127745,201101,410210,86730000,Privada,0,39,0,0,2011
0013579,201101,410230,83650000,Publica,1,05,1,0,2011
2577364,201101,410240,86360000,Privada,1,39,0,0,2011
2582104,201101,410240,86360000,Privada,1,39,0,0,2011
2582562,201101,410240,86360000,Privada,1,39,0,0,2011
3175421,201101,410240,86360000,Privada,0,39,0,0,2011
3459993,201101,410240,86360000,Publica,1,36,1,0,2011
5377900,201101,410240,86360000,Publica,1,70,1,0,2011
6326153,201101,410240,86360000,Privada,0,39,0,0,2011
2734079,201101,410250,86960000,Privada,0,39,0,0,2011
2583275,201101,410260,85700000,Publica,1,02,1,0,2011
3162990,201101,410260,85700000,Privada,1,39,0,0,2011
3401448,201101,410260,85700000,Privada,1,36,1,0,2011
5440823,201101,410275,85745000,Privada,1,36,1,0,2011
2727099,201101,410280,86130000,Publica,1,36,1,0,2011
2727560,201101,410280,86130000,Privada,0,39,0,0,2011
2729792,201101,410280,86130000,Privada,1,39,0,0,2011
2729814,201101,410280,86130000,Privada,1,39,0,0,2011
2730952,201101,410280,86130000,Privada,0,39,0,0,2011
3455521,201101,410280,86130000,Privada,1,36,1,0,2011
2549298,201101,410290,84640000,Publica,1,04,1,0,2011
5600782,201101,410290,84640000,Publica,1,39,1,0,2011
3642941,201101,410302,85680000,Publica,1,36,1,0,2011
2571706,201101,410305,85780000,Privada,1,39,0,0,2011
5030994,201101,410305,85780000,Publica,1,36,1,0,2011
2681498,201101,410310,83450000,Publica,1,05,1,0,2011
5687888,201101,410310,83450000,Publica,1,36,1,0,2011
3278972,201101,410320,86940000,Publica,1,36,1,0,2011
3716813,201101,410320,86940000,Publica,1,36,1,0,2011
2595095,201101,410322,85515000,Publica,1,02,1,0,2011
3497615,201101,410330,86925000,Publica,1,36,1,0,2011
6292585,201101,410330,86925000,Privada,0,39,0,0,2011
2736756,201101,410335,85430000,Publica,1,02,1,0,2011
3577694,201101,410335,85430000,Publica,1,36,1,0,2011
3912558,201101,410340,86640000,Publica,1,36,1,0,2011
2571765,201101,410345,85415000,Privada,1,39,0,0,2011
2815206,201101,410345,85415000,Privada,0,39,0,0,2011
3622010,201101,410345,85415000,Privada,0,39,0,0,2011
3798194,201101,410345,85415000,Publica,1,36,1,0,2011
6594697,201101,410345,85415000,Privada,1,39,0,0,2011
6319114,201101,410347,87565000,Privada,1,39,0,0,2011
2573342,201101,410350,86820000,Publica,1,02,1,0,2011
3300617,201101,410350,86820000,Privada,1,39,0,0,2011
3338452,201101,410350,86820000,Publica,1,36,1,0,2011
2817683,201101,410360,86390000,Publica,1,39,0,0,2011
3437590,201101,410360,86390000,Publica,1,36,1,0,2011
4051491,201101,410360,86390000,Privada,1,39,0,0,2011
4051505,201101,410360,86390000,Privada,1,39,0,0,2011
4051513,201101,410360,86390000,Publica,1,05,0,1,2011
6059333,201101,410360,86390000,Privada,0,39,0,0,2011
2727137,201101,410370,86181050,Privada,1,39,0,0,2011
2727218,201101,410370,86182470,Publica,1,70,1,0,2011
2729210,201101,410370,86180970,Privada,1,39,0,0,2011
2729679,201101,410370,86180970,Privada,1,39,0,0,2011
2729768,201101,410370,86180970,Publica,1,39,0,0,2011
2729830,201101,410370,86181070,Privada,1,39,0,0,2011
3030814,201101,410370,86180970,Publica,1,36,1,0,2011
5113881,201101,410370,86180970,Publica,1,70,1,0,2011
6045073,201101,410370,86181080,Privada,0,39,0,0,2011
3338606,201101,410380,86890000,Publica,1,70,1,0,2011
3352986,201101,410380,86890000,Publica,1,36,1,0,2011
2731398,201101,410390,87345000,Privada,1,39,0,0,2011
2734117,201101,410390,87345000,Privada,1,39,0,0,2011
2734184,201101,410390,87345000,Privada,1,39,0,0,2011
3700100,201101,410390,87345000,Privada,0,39,0,0,2011
3700119,201101,410390,87345000,Privada,0,39,0,0,2011
3712877,201101,410390,87345000,Publica,1,36,1,0,2011
0013633,201101,410400,83430000,Privada,1,05,1,0,2011
2753308,201101,410400,83430000,Privada,1,39,0,0,2011
2774917,201101,410400,83430000,Publica,1,36,1,0,2011
2702894,201101,410405,85450000,Publica,1,02,1,0,2011
3393690,201101,410405,85450000,Publica,1,36,1,0,2011
0013838,201101,410420,83601050,Privada,1,05,1,0,2011
0013870,201101,410420,83601160,Privada,1,39,0,0,2011
0014001,201101,410420,83600970,Publica,1,07,1,0,2011
2681757,201101,410420,83601610,Privada,1,39,0,0,2011
3525597,201101,410420,83601140,Publica,1,36,1,0,2011
3823571,201101,410420,83601050,Privada,1,36,0,1,2011
3904008,201101,410420,83601020,Privada,0,39,0,0,2011
6042120,201101,410420,83601180,Privada,1,39,0,0,2011
6426204,201101,410420,83601030,Publica,1,07,1,0,2011
6353606,201101,410425,83535000,Privada,1,39,0,0,2011
6553311,201101,410425,83535000,Privada,1,39,0,0,2011
0014117,201101,410430,87302220,Publica,1,68,1,0,2011
0014206,201101,410430,87302120,Privada,1,39,0,0,2011
0014230,201101,410430,87302170,Privada,1,39,0,0,2011
0014249,201101,410430,87302080,Privada,1,39,0,0,2011
0014257,201101,410430,87306180,Privada,1,39,0,0,2011
0014591,201101,410430,87301000,Privada,1,39,0,0,2011
0014605,201101,410430,87301110,Privada,1,39,0,0,2011
0014613,201101,410430,87301010,Privada,1,39,0,0,2011
0028614,201101,410430,87300010,Publica,1,39,0,0,2011
2567784,201101,410430,87302080,Privada,1,39,0,0,2011
2567814,201101,410430,87302080,Privada,1,39,0,0,2011
2567881,201101,410430,87302080,Privada,0,39,0,0,2011
2567970,201101,410430,87303120,Privada,1,39,0,0,2011
3119165,201101,410430,87302970,Privada,1,39,0,0,2011
3183246,201101,410430,87302070,Privada,1,39,0,0,2011
3444139,201101,410430,87303270,Publica,1,36,1,0,2011
3450694,201101,410430,87302220,Publica,1,70,1,0,2011
3503577,201101,410430,87302060,Privada,0,39,0,0,2011
6097383,201101,410430,87301140,Privada,1,39,0,0,2011
6126456,201101,410430,87302080,Privada,0,39,0,0,2011
6182313,201101,410430,87302170,Privada,0,39,0,0,2011
6499848,201101,410430,87302140,Publica,1,69,1,0,2011
8003041,201101,410430,87302140,Publica,1,43,1,0,2011
3125955,201101,410440,84470000,Privada,0,39,0,0,2011
2742438,201101,410442,85140000,Publica,1,02,1,0,2011
3386309,201101,410442,85140000,Privada,1,39,0,0,2011
6490840,201101,410442,85140000,Privada,1,39,0,0,2011
3430278,201101,410445,85160000,Privada,0,39,0,0,2011
2583704,201101,410450,85760000,Publica,1,02,1,0,2011
2585154,201101,410450,85760000,Privada,0,39,0,0,2011
2585200,201101,410450,85760000,Privada,0,39,0,0,2011
2586118,201101,410450,85760000,Privada,0,39,0,0,2011
3388506,201101,410450,85760000,Publica,1,36,1,0,2011
2572028,201101,410460,85790000,Privada,1,39,0,0,2011
3677230,201101,410460,85790000,Publica,1,36,1,0,2011
3923665,201101,410460,85790000,Privada,1,39,0,0,2011
6640664,201101,410460,85790000,Privada,1,39,0,0,2011
2684462,201101,410465,84145000,Publica,1,02,1,0,2011
2781557,201101,410465,84145000,Privada,1,39,0,0,2011
2814641,201101,410465,84145000,Publica,1,39,0,0,2011
3642550,201101,410465,84145000,Publica,1,39,1,0,2011
3797503,201101,410465,84145000,Privada,0,39,0,0,2011
8000654,201101,410465,84145000,Privada,1,39,0,0,2011
3427544,201101,410470,86420000,Publica,1,36,1,0,2011
4051912,201101,410470,86420000,Publica,1,02,1,0,2011
5405270,201101,410470,86420000,Privada,0,39,0,0,2011
2736543,201101,410480,85801150,Privada,1,39,0,0,2011
2736608,201101,410480,85807170,Publica,1,36,1,0,2011
2736616,201101,410480,85819570,Publica,1,22,1,0,2011
2736632,201101,410480,85801040,Privada,1,39,0,0,2011
2736659,201101,410480,85812020,Privada,1,39,0,0,2011
2736667,201101,410480,85807570,Publica,1,02,1,0,2011
2736675,201101,410480,85811080,Publica,1,02,1,0,2011
2736683,201101,410480,85818290,Publica,1,02,1,0,2011
2736691,201101,410480,85818610,Publica,1,02,1,0,2011
2736713,201101,410480,85811220,Publica,1,02,1,0,2011
2736721,201101,410480,85817600,Publica,1,02,1,0,2011
2736748,201101,410480,85816060,Publica,1,02,1,0,2011
2736799,201101,410480,85819110,Publica,1,02,1,0,2011
2736802,201101,410480,85804380,Publica,1,02,1,0,2011
2736810,201101,410480,85814160,Publica,1,02,1,0,2011
2736829,201101,410480,85821000,Publica,1,02,1,0,2011
2736837,201101,410480,85815450,Publica,1,02,1,0,2011
2736845,201101,410480,85817270,Publica,1,02,1,0,2011
2736853,201101,410480,85816570,Publica,1,02,1,0,2011
2736861,201101,410480,85805130,Publica,1,02,1,0,2011
2736888,201101,410480,85810100,Publica,1,02,1,0,2011
2736918,201101,410480,85803240,Publica,1,02,1,0,2011
2736926,201101,410480,85824000,Publica,1,02,1,0,2011
2736934,201101,410480,85806020,Publica,1,02,1,0,2011
2736969,201101,410480,85803490,Publica,1,02,1,0,2011
2736977,201101,410480,85823000,Publica,1,02,1,0,2011
2736993,201101,410480,85802150,Publica,1,02,1,0,2011
2737000,201101,410480,85804050,Publica,1,02,1,0,2011
2737019,201101,410480,85814560,Publica,1,02,1,0,2011
2737035,201101,410480,85811440,Publica,1,70,1,0,2011
2737078,201101,410480,85802240,Publica,1,36,1,0,2011
2737140,201101,410480,85810030,Privada,1,36,1,0,2011
2737159,201101,410480,85806380,Publica,1,69,1,0,2011
2737361,201101,410480,85824000,Publica,1,02,1,0,2011
2737396,201101,410480,85805000,Publica,1,62,1,0,2011
2737434,201101,410480,85807690,Privada,1,07,1,0,2011
2737450,201101,410480,85806260,Privada,1,39,0,0,2011
2737469,201101,410480,85812121,Privada,1,36,1,0,2011
2737825,201101,410480,85806050,Privada,1,36,0,1,2011
2738023,201101,410480,85812090,Privada,1,39,0,0,2011
2738252,201101,410480,85807680,Privada,1,05,1,0,2011
2738368,201101,410480,85804260,Publica,1,05,1,0,2011
2738392,201101,410480,85806410,Privada,1,39,0,0,2011
2738538,201101,410480,85801901,Publica,1,39,1,0,2011
2738554,201101,410480,85807470,Privada,1,39,0,0,2011
2738589,201101,410480,85812110,Privada,1,39,0,0,2011
2738600,201101,410480,85806000,Privada,1,39,0,0,2011
2738848,201101,410480,85801050,Privada,1,39,0,0,2011
2738864,201101,410480,85805000,Publica,1,20,1,0,2011
2740001,201101,410480,85805010,Privada,1,39,0,0,2011
2740125,201101,410480,85801040,Privada,1,39,0,0,2011
2740303,201101,410480,85819110,Publica,1,36,1,0,2011
2740311,201101,410480,85802080,Privada,1,39,0,0,2011
2740338,201101,410480,85806300,Publica,1,07,1,0,2011
2781913,201101,410480,85807680,Privada,1,36,0,1,2011
3129810,201101,410480,85812131,Privada,0,39,0,0,2011
3143120,201101,410480,85805240,Privada,0,39,0,0,2011
3147096,201101,410480,85812030,Privada,0,39,0,0,2011
3166082,201101,410480,85801120,Privada,0,39,0,0,2011
3240029,201101,410480,85801050,Privada,0,39,0,0,2011
3240045,201101,410480,85817000,Publica,1,70,1,0,2011
3293262,201101,410480,85806470,Publica,1,20,1,0,2011
3393631,201101,410480,85812011,Privada,0,39,0,0,2011
3407438,201101,410480,85802080,Publica,1,36,1,0,2011
3416658,201101,410480,85806050,Privada,0,39,0,0,2011
3457443,201101,410480,85801050,Privada,1,39,0,0,2011
3501841,201101,410480,85816620,Publica,1,39,0,0,2011
3523748,201101,410480,85806095,Privada,1,36,1,0,2011
3798135,201101,410480,85812020,Privada,0,39,0,0,2011
3950352,201101,410480,85802030,Publica,1,70,1,0,2011
6019641,201101,410480,85810030,Privada,0,39,0,0,2011
6019773,201101,410480,85810240,Privada,0,39,0,0,2011
6020313,201101,410480,85801170,Privada,0,39,0,0,2011
6092152,201101,410480,85801120,Privada,0,39,0,0,2011
6178057,201101,410480,85801120,Privada,0,39,0,0,2011
6256988,201101,410480,85814400,Publica,1,02,1,0,2011
6658881,201101,410480,85817390,Privada,0,36,1,0,2011
6696775,201101,410480,85820971,Publica,1,01,1,0,2011
2683210,201101,410490,84174270,Publica,1,05,1,0,2011
2686589,201101,410490,84165000,Privada,0,39,0,0,2011
3165000,201101,410490,84165230,Privada,0,39,0,0,2011
3456188,201101,410490,84165970,Publica,1,36,1,0,2011
3575470,201101,410490,84165550,Publica,1,70,1,0,2011
6051537,201101,410490,84174270,Privada,0,39,0,0,2011
6270980,201101,410490,84174270,Privada,1,36,1,0,2011
6577768,201101,410490,84165000,Privada,0,39,0,0,2011
8000611,201101,410490,84165540,Publica,1,36,1,0,2011
3489124,201101,410500,85470000,Publica,1,36,1,0,2011
5303508,201101,410500,85470000,Publica,1,02,1,0,2011
6306519,201101,410500,85470000,Privada,0,39,0,0,2011
2727196,201101,410510,86630000,Privada,1,39,0,0,2011
2730235,201101,410510,86630000,Publica,1,02,1,0,2011
3112705,201101,410510,86630000,Publica,1,04,1,0,2011
5501644,201101,410510,86630000,Privada,1,39,0,0,2011
2767090,201101,410520,83570000,Publica,1,02,1,0,2011
5561566,201101,410520,83570000,Privada,1,39,0,0,2011
2772469,201101,410530,85840000,Publica,1,36,1,0,2011
3310493,201101,410530,85840000,Publica,1,36,1,0,2011
6598730,201101,410530,85840000,Privada,1,39,0,0,2011
2738678,201101,410540,85560000,Privada,1,39,0,0,2011
2739984,201101,410540,85560000,Publica,1,02,1,0,2011
3128016,201101,410540,85560000,Privada,1,39,0,0,2011
3500594,201101,410540,85560000,Publica,1,05,1,0,2011
3717844,201101,410540,85560000,Publica,1,70,1,0,2011
2731819,201101,410550,87200000,Publica,1,39,0,0,2011
2731940,201101,410550,87200000,Privada,1,39,0,0,2011
2731967,201101,410550,87200000,Privada,1,04,1,0,2011
2732068,201101,410550,87200000,Privada,0,39,0,0,2011
2733072,201101,410550,87200000,Privada,1,39,0,0,2011
2733102,201101,410550,87200000,Privada,0,39,0,0,2011
2733676,201101,410550,87200000,Publica,1,05,1,0,2011
2733692,201101,410550,87200000,Privada,1,39,0,0,2011
2733943,201101,410550,87200000,Privada,1,39,0,0,2011
2734206,201101,410550,87200000,Privada,1,39,0,0,2011
2734699,201101,410550,87200000,Publica,1,02,1,0,2011
2735873,201101,410550,87200000,Privada,1,39,0,0,2011
2736284,201101,410550,87200000,Privada,1,39,0,0,2011
3213218,201101,410550,87200000,Publica,1,36,1,0,2011
3340902,201101,410550,87200000,Privada,1,39,0,0,2011
3340988,201101,410550,87200000,Privada,0,39,0,0,2011
3528782,201101,410550,87200000,Privada,0,39,0,0,2011
5322960,201101,410550,87200000,Privada,0,39,0,0,2011
5547024,201101,410550,87200000,Privada,0,39,0,0,2011
5711673,201101,410550,87200000,Privada,1,39,0,0,2011
5953812,201101,410550,87200000,Privada,0,39,0,0,2011
6642063,201101,410550,87200000,Privada,1,39,0,0,2011
2733129,201101,410560,87820000,Privada,1,39,0,0,2011
2734249,201101,410560,87820000,Privada,1,39,0,0,2011
3503224,201101,410560,87820000,Publica,1,39,1,0,2011
2660326,201101,410570,85530000,Publica,1,02,1,0,2011
3504646,201101,410570,85530000,Publica,1,39,0,1,2011
5890381,201101,410570,85530000,Privada,1,39,0,0,2011
0014869,201101,410580,83414270,Publica,1,05,1,0,2011
0014982,201101,410580,83414190,Privada,1,39,0,0,2011
0014990,201101,410580,83405040,Publica,1,20,1,0,2011
0021903,201101,410580,83413640,Publica,1,02,1,0,2011
0028169,201101,410580,83408000,Privada,0,39,0,0,2011
0028193,201101,410580,83408270,Privada,0,39,0,0,2011
0028746,201101,410580,83414260,Privada,1,39,0,0,2011
2753324,201101,410580,83408540,Privada,1,39,0,0,2011
2753332,201101,410580,83414000,Publica,1,07,1,0,2011
3984885,201101,410580,83402000,Privada,1,39,0,0,2011
4052153,201101,410580,83408000,Privada,1,39,0,0,2011
5092183,201101,410580,83410090,Publica,1,70,1,0,2011
5386357,201101,410580,83403000,Publica,1,20,1,0,2011
2733951,201101,410590,86690000,Privada,1,39,0,0,2011
2734095,201101,410590,86690000,Privada,1,39,0,0,2011
2734427,201101,410590,86690000,Privada,1,39,0,0,2011
2774135,201101,410590,86690000,Publica,1,02,1,0,2011
3200469,201101,410590,86690000,Privada,0,39,0,0,2011
3378799,201101,410590,86690000,Publica,1,36,1,0,2011
6526829,201101,410590,86690000,Privada,0,39,0,0,2011
3462870,201101,410600,86320000,Publica,1,36,1,0,2011
6306055,201101,410600,86320000,Privada,0,39,0,0,2011
2781727,201101,410610,86480000,Publica,1,05,0,1,2011
2681765,201101,410620,83730000,Privada,1,39,0,0,2011
2736497,201101,410630,85420000,Privada,1,39,0,0,2011
3458393,201101,410630,85420000,Publica,1,36,1,0,2011
2577119,201101,410640,86300000,Privada,0,39,0,0,2011
2577151,201101,410640,86300000,Privada,1,39,0,0,2011
2577380,201101,410640,86300000,Publica,1,05,1,0,2011
2582031,201101,410640,86300000,Privada,0,39,0,0,2011
2582074,201101,410640,86300000,Privada,1,39,0,0,2011
2582082,201101,410640,86300000,Privada,1,39,0,0,2011
2582163,201101,410640,86300000,Privada,1,36,1,0,2011
2582236,201101,410640,86300000,Privada,0,39,0,0,2011
2582244,201101,410640,86300000,Privada,1,39,0,0,2011
2582252,201101,410640,86300000,Privada,0,39,0,0,2011
2582279,201101,410640,86300000,Privada,0,39,0,0,2011
2582295,201101,410640,86300000,Privada,1,39,0,0,2011
2582457,201101,410640,86300000,Privada,1,39,0,0,2011
2582481,201101,410640,86300000,Privada,0,39,0,0,2011
2582570,201101,410640,86300000,Privada,1,39,0,0,2011
2582589,201101,410640,86300000,Privada,1,39,0,0,2011
2582619,201101,410640,86300000,Privada,0,39,0,0,2011
2582686,201101,410640,86300000,Publica,1,69,1,0,2011
3016617,201101,410640,86300000,Privada,1,39,0,0,2011
3109569,201101,410640,86300000,Privada,0,39,0,0,2011
3127982,201101,410640,86300000,Privada,0,39,0,0,2011
3176797,201101,410640,86300000,Privada,0,39,0,0,2011
3222705,201101,410640,86300000,Privada,0,39,0,0,2011
3341607,201101,410640,86300000,Publica,1,36,1,0,2011
3375110,201101,410640,86300000,Privada,0,39,0,0,2011
3552977,201101,410640,86300000,Privada,1,39,0,0,2011
3809234,201101,410640,86300000,Publica,1,70,1,0,2011
6461417,201101,410640,86300000,Privada,0,39,0,0,2011
2595117,201101,410650,85550000,Publica,1,02,1,0,2011
2738708,201101,410650,85550000,Privada,1,39,0,0,2011
3556433,201101,410650,85550000,Privada,1,39,0,0,2011
5068592,201101,410650,85550000,Publica,1,36,1,0,2011
5264405,201101,410650,85550000,Privada,0,39,0,0,2011
5410983,201101,410650,85550000,Privada,1,39,0,0,2011
5611644,201101,410650,85550000,Privada,1,39,0,0,2011
2738562,201101,410660,87400000,Privada,1,39,0,0,2011
5892619,201101,410660,87400000,Privada,1,39,0,0,2011
5943426,201101,410660,87400000,Publica,1,36,1,0,2011
2549433,201101,410680,84620000,Privada,1,39,0,0,2011
5986850,201101,410680,84620000,Publica,1,36,1,0,2011
6321038,201101,410680,84620000,Publica,1,02,1,0,2011
3582426,201101,410685,86855000,Privada,1,39,0,0,2011
0015245,201101,410690,80730150,Publica,1,05,1,0,2011
0015253,201101,410690,80010180,Publica,1,04,1,0,2011
0015288,201101,410690,80610010,Publica,1,04,1,0,2011
0015296,201101,410690,80045145,Publica,1,70,1,0,2011
0015318,201101,410690,80810040,Publica,1,05,1,0,2011
0015334,201101,410690,80010030,Publica,1,05,1,0,2011
0015369,201101,410690,81050000,Publica,1,05,1,0,2011
0015377,201101,410690,80320090,Privada,1,36,0,1,2011
0015385,201101,410690,80230110,Privada,1,36,1,0,2011
0015407,201101,410690,80050350,Publica,1,05,1,0,2011
